image_id,caption,lat,lon,elevation_meters,acquisition_date,tree_cover,nontree_veg,bare,landcover_code,landcover_name,temp_celsius,dewpoint_celsius,precip_meters,aridity_index,alphaearth
0_003_036,"Here's a description of the visible physical features in the satellite image:

The image depicts a street with several buildings along the sides. The buildings appear to be light-colored with flat roofs. There are patches of green vegetation, including trees and grass, along the edges of the street and around the buildings. A road or street runs through the center of the image, and there are some vehicles visible on the road. There are also some darker, possibly metallic structures visible alongside the buildings.",38.3045078421477,-122.285925317236,9.0,2020-05-27,11.0,56.0,33.0,13,Urban,19.606591796875,7.61263427734377,25.6215762346983,0.149342891278375,"[0.16633602460592078, -0.17279507881584008, 0.13588619761630144, 0.08882737408688965, 0.12456747404844293, 0.0015378700499807767, 0.03844675124951941, -0.004982698961937716, -0.14769703960015382, 0.0629911572472126, 0.15378700499807765, 0.03844675124951941, -0.14173010380622836, -0.16633602460592078, -0.19986159169550174, -0.08882737408688965, 0.1929104190695886, 0.024605920799692427, -0.010396001537870049, -0.010396001537870049, -0.0271280276816609, -0.044844290657439445, -0.13016532103037293, 0.003936947327950788, 0.041584006151480196, 0.24415224913494812, -0.029773164167627833, 0.14173010380622836, 0.06698961937716265, -0.09356401384083046, 0.024605920799692427, -0.12456747404844293, 0.0629911572472126, -0.17937716262975778, 0.11374086889657825, -0.03543252595155709, -0.2069357939254133, -0.017777777777777778, -0.16000000000000003, 0.11909265667051133, -0.10340638216070744, -0.17279507881584008, 0.03844675124951941, -0.041584006151480196, 0.21413302575932336, 0.186082276047674, -0.08421376393694734, -0.003936947327950788, 0.13016532103037293, -0.0271280276816609, -0.13588619761630144, 0.28444444444444444, -0.08882737408688965, 0.09356401384083046, 0.004982698961937716, -0.28444444444444444, 0.2364628988850442, -0.04822760476739715, 0.1085121107266436, -0.08421376393694734, 0.0629911572472126, -0.01384083044982699, -0.15378700499807765, -0.05173394848135333]"
0_003_037,"Here's a description of the visible physical features in the satellite image:

The image shows a large, gray building with a cross-shaped roof. A light-colored paved area extends from the building towards a road. A dirt road is visible adjacent to the building. There are several trees with green foliage scattered around the building and road. A field with striped vegetation covers the surrounding area. A small, light-colored structure is present near the building.",38.3264635074392,-122.287747015857,17.0,2020-05-27,24.0,67.0,9.0,9,Savannas,19.606591796875,7.61263427734377,25.6215762346983,0.149342891278375,"[0.041584006151480196, -0.21413302575932336, 0.11909265667051133, 0.13588619761630144, 0.008858131487889272, -0.012056901191849288, 0.09842368319876971, -0.007443291041906958, 0.07111111111111111, -0.22145328719723184, 0.1929104190695886, -0.05911572472126105, -0.22145328719723184, -0.08421376393694734, 0.044844290657439445, 0.03254133025759323, -0.017777777777777778, 0.09842368319876971, -0.13588619761630144, 0.003936947327950788, 0.019930795847750864, -0.06698961937716265, 0.06698961937716265, 0.07111111111111111, 0.09842368319876971, 0.21413302575932336, -0.041584006151480196, -0.08421376393694734, 0.29287197231833906, -0.07111111111111111, -0.03844675124951941, -0.2364628988850442, 0.09356401384083046, -0.01384083044982699, -0.05911572472126105, -0.05173394848135333, 0.029773164167627833, -0.12456747404844293, -0.13016532103037293, 0.13016532103037293, 0.03543252595155709, -0.07111111111111111, 0.1085121107266436, -0.14173010380622836, 0.09842368319876971, 0.16633602460592078, 0.003014225297962322, 0.04822760476739715, 0.16633602460592078, 0.03254133025759323, -0.05911572472126105, 0.3553094963475586, -0.07111111111111111, 0.07535563244905807, -0.024605920799692427, -0.11909265667051133, 0.2364628988850442, -0.11374086889657825, 0.1085121107266436, -0.14769703960015382, 0.19986159169550174, -0.044844290657439445, 0.11374086889657825, -0.13016532103037293]"
0_003_038,"The image depicts a field with a roughly rectangular pattern of light-colored soil. There is a darker, irregularly shaped patch of vegetation present. A lighter, linear feature, likely a path or road, is visible traversing the field. The vegetation appears to be dense and green.",38.2989126567366,-122.329542306543,91.0,2020-05-27,11.0,82.0,7.0,10,Grasslands,17.5566955566406,9.47213134765627,27.5073833763599,0.161870503597122,"[0.17937716262975778, -0.03543252595155709, -0.01574778931180315, 0.16000000000000003, 0.09842368319876971, 0.09356401384083046, 0.07535563244905807, 0.17279507881584008, 0.14173010380622836, -0.10340638216070744, 0.0629911572472126, -0.00024605920799692423, -0.36472126105344094, -0.017777777777777778, 0.10340638216070744, 0.16000000000000003, -0.03844675124951941, 0.029773164167627833, -0.186082276047674, 0.044844290657439445, 0.04822760476739715, -0.044844290657439445, 0.13016532103037293, 0.10340638216070744, 0.2364628988850442, 0.13016532103037293, -0.12456747404844293, 0.024605920799692427, 0.2069357939254133, -0.004982698961937716, 0.044844290657439445, -0.0629911572472126, 0.29287197231833906, 0.03254133025759323, -0.16633602460592078, 0.05536332179930796, 0.0005536332179930795, -0.07535563244905807, -0.17937716262975778, 0.14173010380622836, 0.07535563244905807, -0.05536332179930796, 0.10340638216070744, -0.017777777777777778, 0.09842368319876971, 0.1929104190695886, 0.06698961937716265, -0.11909265667051133, 0.004982698961937716, -0.029773164167627833, -0.08421376393694734, 0.14769703960015382, 0.024605920799692427, 0.03254133025759323, -0.1929104190695886, -0.17279507881584008, 0.13588619761630144, -0.003014225297962322, -0.029773164167627833, -0.07972318339100345, 0.2288965782391388, -0.06698961937716265, -0.002214532871972318, -0.17937716262975778]"
0_003_039,"The image shows a street running through a predominantly light-colored area. A road is visible, curving and intersecting with another road. There are patches of green vegetation along the sides of the road. A small blue object, likely a vehicle, is visible on the road. The ground appears to be a light brown color, possibly dirt or soil.",38.3299172133128,-122.298544018817,16.0,2020-05-27,19.0,73.0,8.0,13,Urban,19.606591796875,7.61263427734377,25.6215762346983,0.161870503597122,"[0.044844290657439445, -0.37425605536332185, 0.13016532103037293, 0.1929104190695886, 0.1085121107266436, 0.03543252595155709, -0.041584006151480196, 0.08421376393694734, 0.003014225297962322, -0.029773164167627833, 0.13588619761630144, -0.06698961937716265, -0.16633602460592078, -0.16000000000000003, -0.03844675124951941, -0.01574778931180315, -0.007443291041906958, 0.11909265667051133, -0.12456747404844293, -0.03844675124951941, -0.008858131487889272, -0.05536332179930796, -0.11909265667051133, 0.07111111111111111, 0.05173394848135333, 0.3014225297962323, 0.019930795847750864, 0.01384083044982699, 0.2288965782391388, -0.08882737408688965, -0.1085121107266436, -0.2364628988850442, -0.07535563244905807, -0.10340638216070744, -0.007443291041906958, 0.012056901191849288, -0.05173394848135333, -0.16000000000000003, -0.14173010380622836, 0.22145328719723184, 0.029773164167627833, -0.13016532103037293, 0.07535563244905807, -0.0629911572472126, 0.16633602460592078, 0.09842368319876971, -0.03254133025759323, 0.06698961937716265, 0.07111111111111111, -0.0629911572472126, -0.12456747404844293, 0.2599000384467512, -0.0271280276816609, 0.07972318339100345, -0.1085121107266436, -0.24415224913494812, 0.19986159169550174, -0.05173394848135333, 0.029773164167627833, 0.022206843521722412, 0.13588619761630144, -0.008858131487889272, 0.012056901191849288, -0.09356401384083046]"
0_003_040,"The image depicts a gray asphalt road running diagonally across a tan-colored, uneven terrain. A patch of green vegetation is visible in the lower right corner. There are several dark, rectangular objects, likely vehicles, seen along the gray road. The terrain appears to be slightly hilly and barren.",38.2741248599142,-122.27236870988,15.0,2020-05-27,9.0,62.0,29.0,9,Savannas,19.09072265625,8.51815185546877,23.8258708268404,0.161001788908766,"[0.11909265667051133, -0.28444444444444444, 0.11909265667051133, 0.17937716262975778, 0.09842368319876971, 0.11909265667051133, 0.07111111111111111, 0.11909265667051133, 0.14173010380622836, -0.10340638216070744, 0.11374086889657825, -0.022206843521722412, -0.2519646289888504, -0.14173010380622836, 0.044844290657439445, 0.03844675124951941, -0.07972318339100345, 0.08421376393694734, -0.13588619761630144, -0.17937716262975778, 0.03254133025759323, -0.04822760476739715, -0.11909265667051133, 0.14769703960015382, 0.05173394848135333, 0.11374086889657825, -0.044844290657439445, -0.04822760476739715, 0.2599000384467512, -0.006151480199923107, -0.007443291041906958, -0.19986159169550174, 0.012056901191849288, -0.14769703960015382, -0.09842368319876971, 0.14173010380622836, -0.003014225297962322, -0.09356401384083046, -0.14173010380622836, 0.15378700499807765, 0.01574778931180315, -0.14173010380622836, -0.022206843521722412, -0.13588619761630144, 0.2364628988850442, 0.07535563244905807, -0.012056901191849288, -0.024605920799692427, 0.007443291041906958, -0.006151480199923107, -0.186082276047674, 0.24415224913494812, -0.186082276047674, 0.041584006151480196, -0.14173010380622836, -0.2288965782391388, 0.1085121107266436, -0.07972318339100345, 0.022206843521722412, 0.041584006151480196, 0.13016532103037293, 0.003936947327950788, 0.017777777777777778, -0.07972318339100345]"
0_003_041,"Here’s a description of the visible physical features in the satellite image:

The image shows a residential area with several houses. There are gray roofs visible on the houses. Several trees are present, with dense green foliage. There are paved roads curving through the area. There are circular paved areas that appear to be driveways. The ground is mostly bare with patches of green grass.",38.3051973328045,-122.307307554341,26.0,2020-05-27,26.0,60.0,14.0,13,Urban,18.2989135742188,8.3702331542969,30.0347693264484,0.161870503597122,"[0.16000000000000003, -0.2761399461745483, 0.13588619761630144, 0.15378700499807765, 0.07535563244905807, 0.044844290657439445, 0.0271280276816609, 0.14769703960015382, 0.041584006151480196, -0.11374086889657825, 0.1929104190695886, 0.0271280276816609, -0.24415224913494812, -0.16000000000000003, 0.03254133025759323, 0.022206843521722412, -0.11374086889657825, 0.07972318339100345, -0.06698961937716265, 0.05536332179930796, -0.03543252595155709, -0.05173394848135333, -0.0271280276816609, 0.10340638216070744, 0.1085121107266436, 0.3188927335640138, -0.05911572472126105, -0.03844675124951941, 0.2288965782391388, -0.03543252595155709, -0.044844290657439445, -0.186082276047674, -0.11909265667051133, -0.04822760476739715, -0.010396001537870049, 0.019930795847750864, -0.09356401384083046, -0.13016532103037293, -0.12456747404844293, 0.029773164167627833, -0.13016532103037293, -0.08882737408688965, 0.07972318339100345, -0.044844290657439445, 0.22145328719723184, 0.13016532103037293, -0.024605920799692427, -0.003014225297962322, 0.09356401384083046, 0.0015378700499807767, -0.19986159169550174, 0.13588619761630144, -0.07972318339100345, 0.15378700499807765, -0.11374086889657825, -0.3014225297962323, 0.14173010380622836, -0.04822760476739715, 0.024605920799692427, 0.11909265667051133, 0.08882737408688965, 0.002214532871972318, -0.05536332179930796, -0.16633602460592078]"
0_003_042,"The image depicts a gray, paved area with several green patches. A road curves through the center of the image. Several trees are present, with dense green foliage. There are rectangular areas of green grass, and a small, white structure is visible on the right side of the image. The road is bordered by concrete barriers.",38.3212644127745,-122.314397452838,21.0,2020-05-27,12.0,66.0,22.0,13,Urban,18.2989135742188,8.3702331542969,30.0347693264484,0.161870503597122,"[0.11909265667051133, -0.2519646289888504, 0.2364628988850442, 0.11374086889657825, 0.08882737408688965, -0.017777777777777778, 0.024605920799692427, 0.044844290657439445, 0.0005536332179930795, -0.07972318339100345, 0.16633602460592078, 0.07972318339100345, -0.17279507881584008, -0.186082276047674, -0.010396001537870049, -0.017777777777777778, 0.03543252595155709, 0.17937716262975778, -0.07535563244905807, -0.13588619761630144, 0.019930795847750864, -0.029773164167627833, -0.07111111111111111, 0.08882737408688965, 0.05911572472126105, 0.2519646289888504, 0.004982698961937716, 0.03543252595155709, 0.13588619761630144, 0.03543252595155709, -0.0271280276816609, -0.2364628988850442, 0.07972318339100345, -0.16000000000000003, -0.0271280276816609, -0.017777777777777778, -0.12456747404844293, -0.07535563244905807, -0.14173010380622836, 0.024605920799692427, -0.06698961937716265, -0.17279507881584008, -0.05173394848135333, -0.13588619761630144, 0.1929104190695886, 0.14173010380622836, -0.000984236831987697, 0.07535563244905807, 0.16633602460592078, -0.008858131487889272, -0.13588619761630144, 0.2519646289888504, -0.186082276047674, 0.0629911572472126, -0.044844290657439445, -0.31009611687812383, 0.17937716262975778, -0.11374086889657825, 0.10340638216070744, 0.007443291041906958, 0.1085121107266436, -0.0271280276816609, -0.008858131487889272, -0.11374086889657825]"
0_003_043,"The image shows a relatively flat, light brown terrain with a pattern of parallel, darker brown lines. A dark gray road or path runs horizontally across the center of the image. There are several small, green patches of vegetation, appearing as individual trees or shrubs. A small, light-colored structure is visible on the left side of the image. The ground surface exhibits a slightly textured appearance.",38.3422121876718,-122.275197382341,29.0,2020-05-27,4.0,83.0,13.0,9,Savannas,19.606591796875,7.61263427734377,25.6215762346983,0.148898153662895,"[0.12456747404844293, -0.12456747404844293, 0.07535563244905807, 0.21413302575932336, 0.08882737408688965, 0.11909265667051133, 0.1085121107266436, 0.07535563244905807, 0.09356401384083046, -0.12456747404844293, 0.11374086889657825, -0.07111111111111111, -0.2519646289888504, -0.07111111111111111, 0.022206843521722412, 0.09842368319876971, -0.04822760476739715, 0.03844675124951941, -0.13016532103037293, 0.007443291041906958, 0.05536332179930796, -0.13588619761630144, 0.09842368319876971, 0.12456747404844293, 0.2069357939254133, 0.15378700499807765, -0.05173394848135333, -0.0271280276816609, 0.2364628988850442, -0.07535563244905807, -0.05173394848135333, -0.21413302575932336, 0.11909265667051133, 0.007443291041906958, -0.12456747404844293, 0.044844290657439445, 0.07535563244905807, -0.17937716262975778, -0.15378700499807765, 0.17279507881584008, 0.12456747404844293, 0.007443291041906958, 0.08882737408688965, -0.15378700499807765, 0.15378700499807765, 0.17279507881584008, 0.09842368319876971, -0.05911572472126105, 0.04822760476739715, 0.0629911572472126, -0.08882737408688965, 0.3014225297962323, -0.07972318339100345, 0.019930795847750864, -0.006151480199923107, -0.12456747404844293, 0.16633602460592078, -0.07111111111111111, 0.07535563244905807, -0.14769703960015382, 0.24415224913494812, -0.0015378700499807767, 0.09842368319876971, -0.14173010380622836]"
0_003_044,"The image depicts a landscape with prominent, parallel, light-brown, grassy strips. A gray road and sidewalk are present in the upper left portion of the image. Several green trees are scattered throughout the scene. A small, light-colored building is visible in the upper left corner, and a gray structure is present adjacent to it. A gray, paved area appears in the lower right corner.",38.3278440507428,-122.27006820128,25.0,2020-05-27,11.0,82.0,7.0,9,Savannas,19.606591796875,7.61263427734377,25.6215762346983,0.149342891278375,"[0.08421376393694734, -0.21413302575932336, 0.04822760476739715, 0.2519646289888504, 0.09356401384083046, 0.019930795847750864, 0.11374086889657825, 0.07535563244905807, 0.06698961937716265, -0.16633602460592078, 0.07111111111111111, -0.0271280276816609, -0.2364628988850442, -0.03254133025759323, 0.07111111111111111, 0.08882737408688965, -0.03254133025759323, 0.022206843521722412, -0.10340638216070744, 0.044844290657439445, 0.07535563244905807, -0.15378700499807765, 0.13016532103037293, 0.1085121107266436, 0.2069357939254133, 0.22145328719723184, -0.041584006151480196, -0.06698961937716265, 0.2761399461745483, -0.08421376393694734, -0.022206843521722412, -0.19986159169550174, 0.09842368319876971, -0.024605920799692427, -0.08421376393694734, -0.024605920799692427, 0.03844675124951941, -0.13588619761630144, -0.11909265667051133, 0.14173010380622836, 0.11374086889657825, -0.03543252595155709, 0.17937716262975778, -0.11374086889657825, 0.13016532103037293, 0.17279507881584008, 0.003014225297962322, -0.006151480199923107, 0.06698961937716265, 0.0629911572472126, -0.14769703960015382, 0.2679584775086506, -0.09356401384083046, 0.08882737408688965, 0.008858131487889272, -0.08882737408688965, 0.14769703960015382, -0.09356401384083046, 0.017777777777777778, -0.17937716262975778, 0.24415224913494812, 0.04822760476739715, 0.1085121107266436, -0.11909265667051133]"
0_003_045,"The image depicts a relatively flat, light brown terrain covered in sparse vegetation. A large, white building is centrally located, surrounded by a paved area. Several trees are scattered throughout the image, with darker green foliage. A paved road or pathway leads to the building. There are darker patches of vegetation in several areas.",38.3016682900542,-122.32933726508,94.0,2020-05-27,11.0,81.0,8.0,10,Grasslands,18.2989135742188,8.3702331542969,30.0347693264484,0.161870503597122,"[0.14173010380622836, -0.12456747404844293, -0.029773164167627833, 0.19986159169550174, 0.05173394848135333, -0.004982698961937716, 0.11909265667051133, 0.17279507881584008, 0.17279507881584008, -0.17937716262975778, 0.1085121107266436, -0.0629911572472126, -0.36472126105344094, -0.10340638216070744, 0.09842368319876971, 0.14769703960015382, 0.03254133025759323, 0.03254133025759323, -0.11374086889657825, 0.01574778931180315, -0.008858131487889272, -0.024605920799692427, 0.0629911572472126, -0.004982698961937716, 0.14173010380622836, 0.2364628988850442, -0.11909265667051133, -0.010396001537870049, 0.2599000384467512, 0.03254133025759323, -0.004982698961937716, -0.029773164167627833, 0.16633602460592078, 0.14769703960015382, -0.0005536332179930795, -0.01384083044982699, -0.06698961937716265, -0.044844290657439445, -0.2364628988850442, 0.06698961937716265, 0.10340638216070744, -0.06698961937716265, 0.17937716262975778, 0.002214532871972318, 0.07535563244905807, 0.12456747404844293, -0.07535563244905807, 0.03844675124951941, 0.13016532103037293, -0.03844675124951941, -0.07111111111111111, 0.13588619761630144, -0.07535563244905807, 0.1929104190695886, -0.16000000000000003, -0.2288965782391388, 0.2069357939254133, -0.044844290657439445, 0.0271280276816609, 0.0271280276816609, 0.16633602460592078, -0.12456747404844293, -0.006151480199923107, -0.041584006151480196]"
0_003_046,"Here's a description of the visible physical features in the satellite image:

A gray road stretches across the image from the top left to the bottom right.  The road is flanked by green vegetation, including trees and grassy areas. There are several parking spaces marked with yellow lines along the road. A light-colored, multi-story building is visible in the upper right corner. A small blue pool is located near the building.  The ground appears to be relatively flat and covered with grass. There are several trees scattered throughout the scene.",38.323173515944,-122.332115748835,31.0,2020-05-27,18.0,69.0,13.0,9,Savannas,18.2989135742188,8.3702331542969,30.0347693264484,0.161870503597122,"[0.07972318339100345, -0.39369473279507883, 0.1929104190695886, 0.22145328719723184, 0.05536332179930796, -0.006151480199923107, -0.1085121107266436, 0.07972318339100345, 0.09842368319876971, -0.15378700499807765, 0.11374086889657825, -0.000984236831987697, -0.17937716262975778, -0.07972318339100345, 0.03254133025759323, 0.05173394848135333, -0.05911572472126105, 0.0015378700499807767, -0.08421376393694734, -0.07111111111111111, -6.151480199923106e-05, -0.044844290657439445, -0.06698961937716265, 0.1085121107266436, -0.03844675124951941, 0.2364628988850442, 0.0271280276816609, -0.024605920799692427, 0.22145328719723184, -0.05173394848135333, -0.1085121107266436, -0.2519646289888504, -0.07972318339100345, -0.08882737408688965, -0.07111111111111111, 0.08421376393694734, -0.03543252595155709, -0.07535563244905807, -0.19986159169550174, 0.2364628988850442, 0.004982698961937716, -0.03254133025759323, 0.07972318339100345, -0.07535563244905807, 0.14769703960015382, 0.11909265667051133, -0.041584006151480196, -0.003936947327950788, 0.041584006151480196, -0.11374086889657825, -0.09356401384083046, 0.2519646289888504, -0.10340638216070744, 0.01384083044982699, -0.08421376393694734, -0.21413302575932336, 0.17937716262975778, -0.0271280276816609, -0.06698961937716265, 0.029773164167627833, 0.186082276047674, -0.010396001537870049, -0.03844675124951941, -0.13588619761630144]"
0_003_047,The image depicts a street with asphalt pavement. Several residential buildings are visible alongside the street. Trees are present along the edges of the street and within the residential areas. There are some green spaces with trees. A road or street runs through the center of the image.,38.3098085961647,-122.312442535898,33.0,2020-05-27,24.0,63.0,13.0,13,Urban,18.2989135742188,8.3702331542969,30.0347693264484,0.161870503597122,"[0.11374086889657825, -0.3278123798539023, 0.09356401384083046, 0.15378700499807765, 0.07535563244905807, -0.07111111111111111, -0.05173394848135333, 0.05911572472126105, 0.08882737408688965, -0.09356401384083046, 0.16000000000000003, 0.06698961937716265, -0.21413302575932336, -0.1929104190695886, 0.012056901191849288, 0.05536332179930796, -0.041584006151480196, 0.13588619761630144, -0.07972318339100345, -0.05173394848135333, 0.03254133025759323, -0.017777777777777778, -0.06698961937716265, 0.09842368319876971, 0.03254133025759323, 0.3553094963475586, -0.05173394848135333, -0.017777777777777778, 0.29287197231833906, -0.029773164167627833, -0.0629911572472126, -0.2364628988850442, -0.03254133025759323, -0.09842368319876971, 0.01384083044982699, -0.07972318339100345, -0.08882737408688965, -0.08882737408688965, -0.024605920799692427, 0.017777777777777778, -0.11374086889657825, -0.16633602460592078, 0.11909265667051133, -0.041584006151480196, 0.16633602460592078, 0.13016532103037293, -0.044844290657439445, 0.14769703960015382, 0.09356401384083046, 0.010396001537870049, -0.13588619761630144, 0.08421376393694734, -0.1085121107266436, 0.14769703960015382, -0.07535563244905807, -0.2761399461745483, 0.14173010380622836, -0.06698961937716265, 0.012056901191849288, 0.000984236831987697, 0.19986159169550174, 0.017777777777777778, 0.01384083044982699, -0.09842368319876971]"
0_003_048,"Here’s a description of the visible physical features in the satellite image:

The image shows a rectangular field with a regular, parallel pattern of vegetation. A road runs along the left side of the image, and another road is visible to the right. Several trees are scattered across the field and along the roads. A light-colored building is located on the right side of the image. A narrow, green strip of vegetation is present along the right side of the image.",38.3345312427488,-122.266026280529,25.0,2020-05-27,9.0,84.0,7.0,9,Savannas,19.606591796875,7.61263427734377,25.6215762346983,0.149342891278375,"[0.0629911572472126, -0.2364628988850442, -0.007443291041906958, 0.29287197231833906, 0.07535563244905807, -0.041584006151480196, 0.10340638216070744, 0.186082276047674, 0.07111111111111111, -0.10340638216070744, 0.03844675124951941, -0.03844675124951941, -0.2761399461745483, -0.08421376393694734, 0.041584006151480196, 0.01384083044982699, -0.10340638216070744, 0.03844675124951941, -0.09356401384083046, 0.07972318339100345, 0.04822760476739715, -0.05536332179930796, 0.03844675124951941, 0.05536332179930796, 0.186082276047674, 0.2519646289888504, -0.09356401384083046, -0.08421376393694734, 0.3278123798539023, -0.0629911572472126, -0.07535563244905807, -0.2364628988850442, 0.044844290657439445, 0.0271280276816609, -0.07111111111111111, -0.01384083044982699, -0.010396001537870049, -0.08882737408688965, -0.15378700499807765, -0.0271280276816609, 0.08421376393694734, 0.012056901191849288, 0.13016532103037293, -0.0629911572472126, 0.13016532103037293, 0.17937716262975778, 0.010396001537870049, -0.01574778931180315, 0.08421376393694734, 0.09356401384083046, -0.1929104190695886, 0.2069357939254133, -0.03254133025759323, 0.14769703960015382, -0.10340638216070744, -0.13588619761630144, 0.09356401384083046, -0.07972318339100345, 0.006151480199923107, -0.10340638216070744, 0.2288965782391388, -0.09842368319876971, 0.0271280276816609, -0.15378700499807765]"
0_003_049,"Here’s a description of the visible physical features in the satellite image:

There is a paved road running through the center of the image. The road curves and appears to have multiple lanes. Dense green trees and shrubs cover a large portion of the landscape. There is a circular paved area with a small building near the road. A building with a dark roof is visible on the right side of the image. The ground appears to be covered in grass and dirt.",38.3418553167622,-122.264606645569,29.0,2020-05-27,26.0,69.0,5.0,9,Savannas,19.606591796875,7.61263427734377,25.6215762346983,0.148898153662895,"[0.14769703960015382, -0.3014225297962323, -0.04822760476739715, 0.2679584775086506, 0.07972318339100345, -0.002214532871972318, 0.05536332179930796, 0.24415224913494812, 0.05173394848135333, -0.03543252595155709, 0.14769703960015382, 0.017777777777777778, -0.28444444444444444, -0.004982698961937716, 0.0271280276816609, 0.008858131487889272, -0.05911572472126105, -0.06698961937716265, -0.044844290657439445, 0.08882737408688965, 0.05911572472126105, -0.0629911572472126, 0.01574778931180315, -0.0629911572472126, 0.04822760476739715, 0.2679584775086506, -0.1085121107266436, -0.012056901191849288, 0.22145328719723184, -0.04822760476739715, 0.024605920799692427, -0.21413302575932336, 0.08421376393694734, -0.09356401384083046, -0.012056901191849288, -0.010396001537870049, -0.12456747404844293, -0.15378700499807765, -0.11374086889657825, -0.022206843521722412, -0.13016532103037293, -0.11374086889657825, 0.17937716262975778, -0.05536332179930796, 0.07535563244905807, 0.19986159169550174, -0.01574778931180315, 0.07535563244905807, 0.05536332179930796, 0.019930795847750864, -0.24415224913494812, 0.1085121107266436, -0.041584006151480196, 0.1929104190695886, -0.05173394848135333, -0.16000000000000003, 0.07111111111111111, 0.04822760476739715, -0.003936947327950788, -0.006151480199923107, 0.24415224913494812, -0.14173010380622836, 0.029773164167627833, -0.07535563244905807]"
0_004_000,"The image depicts a gray, mostly flat terrain with a light brown dirt surface. Several buildings are present, appearing as rectangular structures with gray walls. A road or pathway winds through the scene, constructed of gray material. There are several trees with green foliage clustered together along the right edge of the image. A strip of green vegetation, likely crops, runs along the bottom portion of the frame.",38.2531432878023,-122.4709419334,15.0,2020-05-27,7.0,76.0,17.0,12,Croplands,17.5566955566406,9.47213134765627,27.5073833763599,0.182965299684543,"[0.11374086889657825, -0.15378700499807765, 0.10340638216070744, 0.16633602460592078, -0.007443291041906958, 0.05911572472126105, 0.17279507881584008, 0.13016532103037293, 0.024605920799692427, -0.186082276047674, 0.17937716262975778, -0.019930795847750864, -0.22145328719723184, -0.0271280276816609, 0.0271280276816609, -0.006151480199923107, -0.07535563244905807, 0.012056901191849288, -0.16633602460592078, -0.0271280276816609, -0.0271280276816609, -0.14769703960015382, 0.09842368319876971, 0.12456747404844293, 0.16633602460592078, 0.12456747404844293, -0.0629911572472126, -0.041584006151480196, 0.2364628988850442, -0.03254133025759323, -0.05536332179930796, -0.2519646289888504, 0.10340638216070744, -0.14769703960015382, -0.15378700499807765, 0.03543252595155709, 0.022206843521722412, -0.10340638216070744, -0.19986159169550174, 0.13588619761630144, 0.05173394848135333, -0.06698961937716265, 0.01384083044982699, -0.186082276047674, 0.17279507881584008, 0.14173010380622836, 0.03844675124951941, -0.041584006151480196, 0.11374086889657825, 0.13016532103037293, -0.14769703960015382, 0.33685505574778934, -0.07535563244905807, 0.006151480199923107, -0.04822760476739715, -0.08421376393694734, 0.186082276047674, -0.11909265667051133, 0.0271280276816609, -0.07535563244905807, 0.17937716262975778, -0.010396001537870049, 0.07972318339100345, -0.08421376393694734]"
0_004_001,"The image depicts a relatively flat, light-brown terrain. A wide, dark gray road extends across the center of the image. Dark green vegetation, appearing as linear rows, covers a large portion of the lower half of the image. Several dark green trees are scattered throughout the image. A small, white, dome-shaped structure is visible in the upper-right corner. A small, red object is also present in the upper-right quadrant.",38.2713499491954,-122.427826012277,15.0,2020-05-27,5.0,83.0,12.0,12,Croplands,17.5566955566406,9.47213134765627,27.5073833763599,0.176829268292683,"[0.11374086889657825, -0.24415224913494812, 0.11374086889657825, 0.2288965782391388, 0.06698961937716265, 0.07535563244905807, 0.044844290657439445, 0.13588619761630144, 0.13016532103037293, -0.11374086889657825, 0.09842368319876971, -0.09356401384083046, -0.2519646289888504, -0.04822760476739715, 0.029773164167627833, 0.029773164167627833, -0.03254133025759323, 0.010396001537870049, -0.11374086889657825, -0.03254133025759323, -0.03543252595155709, -0.1085121107266436, 0.03844675124951941, 0.05173394848135333, 0.08882737408688965, 0.22145328719723184, -0.09842368319876971, -0.044844290657439445, 0.31009611687812383, -0.05911572472126105, -0.024605920799692427, -0.29287197231833906, -0.007443291041906958, -0.07111111111111111, -0.16633602460592078, 0.07972318339100345, -0.044844290657439445, -0.03844675124951941, -0.16633602460592078, 0.17937716262975778, 0.08882737408688965, -0.022206843521722412, 0.04822760476739715, -0.09842368319876971, 0.1929104190695886, 0.10340638216070744, -0.044844290657439445, -0.007443291041906958, 0.0629911572472126, 0.010396001537870049, -0.16000000000000003, 0.3014225297962323, -0.03254133025759323, 0.09842368319876971, -0.09356401384083046, -0.13588619761630144, 0.13588619761630144, -0.0271280276816609, 0.03254133025759323, -0.05536332179930796, 0.2519646289888504, -0.017777777777777778, -0.04822760476739715, -0.08882737408688965]"
